Time,Num,Group,Latitude,Longitude,NumPoint,ValidPoint,NoValidPoint,SeqValid,diamApprox,diamOptional,Morph,Stage,Comment_SpecificMentionsAboutPL_,Comment_AddedFromVisualInspection____,Comment_DenotesUncertaintiesInVisu____,MinPressureRecord,Max10min10mWind,Max3sec_gusts,StartCell,EndCell,DateSelect,DateStart,DateEnd
25-Jan-2008 19:00:00,90,NaN,67.5,10,6,6,0,11111,300,NaN,C,M,Comma,-,,NaN,35,NaN,896,901,25-Jan-2008 19:00:00,25-Jan-2008 10:50:00,26-Jan-2008 03:14:00
20-Nov-2008 21:27:00,105,NaN,64.5,13,17,17,0,1111111111111111,NaN,NaN,-,D,Secondary_Reversed_shear_Baroclinic_Good_models,-,,967,62,74,1107,1123,20-Nov-2008 21:27:00,20-Nov-2008 03:08:00,21-Nov-2008 12:52:00
28-Mar-2009 09:07:00,115,NaN,68.5,-6.5,9,9,0,11111111,480,NaN,C,M,Baroclinic_Convergence,-,,995,35,NaN,1216,1224,28-Mar-2009 09:07:00,27-Mar-2009 18:58:00,28-Mar-2009 20:14:00
29-Jan-2010 21:08:00,121,NaN,67.5,7.5,7,7,0,111111,NaN,NaN,S,M,In_SE_off_Scandinavian_mainland,-,,NaN,45,NaN,1262,1268,29-Jan-2010 21:08:00,29-Jan-2010 12:43:00,30-Jan-2010 04:19:00
30-Jan-2010 20:44:00,122,NaN,61.2,5,7,7,0,111111,350,NaN,S,M,Reactivation_of_preceding_PL_?,-,,977,36,NaN,1269,1275,30-Jan-2010 20:44:00,30-Jan-2010 09:15:00,31-Jan-2010 04:09:00
02-Feb-2010 02:08:00,123,NaN,64.5,4,11,11,0,1111111111,410,NaN,S,M,Convective_Marginal,-,,990,35,NaN,1276,1286,02-Feb-2010 02:08:00,01-Feb-2010 08:28:00,02-Feb-2010 21:15:00
23-Feb-2010 15:10:00,125,NaN,67.5,-16.5,8,8,0,1111111,500,NaN,C,M,-,-,,1011,55,NaN,1295,1302,23-Feb-2010 15:10:00,23-Feb-2010 09:56:00,24-Feb-2010 06:10:00
21-Mar-2010 02:26:00,132,NaN,67,11,4,4,0,111,250,NaN,C,M,Short_lifespan_Neutral_U~20,-,,995,39,NaN,1387,1390,21-Mar-2010 02:26:00,21-Mar-2010 00:45:00,21-Mar-2010 06:10:00
12-Mar-2011 06:38:00,152,NaN,64.5,7.5,5,5,0,1111,360,NaN,S,M,Convective_Low_Continuation_of_PL149?,-,,985,45,NaN,1665,1669,12-Mar-2011 06:38:00,12-Mar-2011 01:19:00,12-Mar-2011 12:55:00
13-Mar-2011 11:04:00,153,NaN,66.3,7,7,7,0,111111,510,NaN,C,M,Single_Baroclinic_Reversed,-,,1002,39,NaN,1670,1676,13-Mar-2011 11:04:00,13-Mar-2011 04:30:00,13-Mar-2011 18:02:00
06-Dec-2011 01:20:00,161,NaN,61.5,-1.5,17,17,0,1111111111111111,510,NaN,C - T,M,Baroclinic_Reversed_shear_N_of_CC,-,,975,50,68,1779,1795,06-Dec-2011 01:20:00,05-Dec-2011 01:31:00,07-Dec-2011 02:51:00
10-Mar-2012 07:59:00,165,NaN,66.3,7.5,6,6,0,11111,400,NaN,C,M,Comma_Direct_shear,-,,985,45,60,1818,1823,10-Mar-2012 07:59:00,10-Mar-2012 03:04:00,10-Mar-2012 12:59:00
05-Apr-2013 18:45:00,190,NaN,63.5,3.5,12,12,0,11111111111,470,NaN,S,M,-,-,,1004,35,56,2250,2261,05-Apr-2013 18:45:00,05-Apr-2013 03:57:00,06-Apr-2013 12:00:00
12-Feb-2015 10:57:00,209,NaN,68.7,1.8,9,9,0,11111111,360,NaN,C,M,PL/Comma,-,,980,43,52,2774,2782,12-Feb-2015 10:57:00,12-Feb-2015 04:23:00,12-Feb-2015 19:57:00
